"title","rating","date","text","route","scope","class"
"Kemungkinan lebih tepat waktu","30","September 2018","Walau harga tiket lebih mahal drpd penerbangan rekannya yg hobi delay sampe berjam-jam, worth it... Buat yg penting, mending naik Citilink... Waktu mau dtg menghadiri pemakaman, kami naik airline lain delay 1 jam, dan suami delay 4 jam katanya jadwal jam 7 nyampenya airport tujuan akhir jam 12 malam keluar bagasi jam 1 subuh. Akhirnya pulang naik Citilink, tepat waktu.","Surabaya - Banjarmasin","Domestic","Economy"
"LET'S GO TRAVELLING WITH CITILINK","40"," ","Citilink dikenal sebagai LOW COST FLIGHT di Indonesia. Tapi sebagai anak perusahaan dari GARUDA INDONESIA walaupun berbiaya murah, citilink tidak serta--merta kehilangan sentuhan dalam pelayanannya. Walau tanpa meals on board, citilink tetap memberikan layanan maksimal dan prima dalam setiap penerbangan. Jadi kalau anda inginkan penerbangan yang elegan dengan biaya terjangkau di Indonesia, maka citilink adalah satu--satunya pilihan.","Jakarta - Lombok","Domestic","Economy"
"Okelah","40","September 2018","Harga relatif murah, meski sempat nunggu 30 menit tapi okelah bisa diterima yang penting on time pas landing. Sejauh ini sih lumayan baik.","Solo - Jakarta","Domestic","Economy"
"Menyenangkan","40"," ","Di banding maskapai Garuda yang harganya tinggi, saya lebih memilih Citilink untuk bepergian .. karena harganya lebih murah .. pesawatnya bersih . Pelayanan dari di check in counter Sampai di pesawat semuanya baik .","Jakarta - Yogyakarta Region","Domestic","Economy"
"Citilink always the.best","40","September 2018","Kami berangkat dari halim penerbangan malam hari,awalnya sempat khawatir karena hingga pukul.21.25 blm masuk pesawat...tetapi walau terlambat naik pesawat ternyata tiba di denpasar tepat waktu. Pramugari nya ramah dan helpfull. Leh room lebih luas dibandingkan flight sejenis.Kami selalu memilih citilink utk perjalanan dalam negeri kami. Karena selama kami menggunakan citilink tidak pernah delay sehingga urusan bisnis bisa berjalan sesuai rencana. Begitu juga saat pulang kami menggunakan Citilink. Bravo","Jakarta - Denpasar","Asia","Economy"
"Menyenangkan selalu dengan citilink","50","Juli 2018","Setelah Garuda Indonesia menghentikan rute bpn-sub saya mencoba menggunakan layanan citilink yang masih anak perusahaan dari garuda Indonesia. citilink untuk low cost carrier tapi pelayanan mereka patut dikasih jempol juga. yang saya rasakan beberapa kali pelayanan check in, boarding, on time dan landing juga bagus (positif and smooth landing) serta waktu penerimaan bagasi tidak terlalu lama. semoga sukses selalu citilink","Balikpapan - Surabaya","Domestic","Economy"
"Serasa Naik Garuda Indonesia","50","Agustus 2018","Naik Citilink sudah beberapa kali, dan baru kali ini menulis ulasanya.  yang saya rasakan ketika naik citilink adalah pelayanannya sangat baik, mulai dari checkin hingga keluar pesawat rasanya serasa naik Garuda Indonesia (induk dari citilink).  Meskipun dari sisi tempat duduk tidak senyaman Garuda, citilink tetap menjadi pilihan terbaik di banding dengan yang lainya.  Yang paling saya suka adalah konsistensi terhadap waktu penerbangan. Belum pernah saya mengalami delay (kecuali karena memang kondisi cuaca buruk).","Semarang - Palembang","Domestic","Economy"
"Penerbangan yang Tepat Waktu","40","Juli 2018","Minggu ketiga Bulan Juli 2018 yang lalu saya mengikuti pelatihan Manajemen Pengamanan di Jakarta, saya memilih penerbangan citilink karena penerbangan ini selalu tepat waktu sehingga saya bisa merencanakan dengan baik setiap kegiatan yang akan dilakukan. dan juga saya juga suka penerbangan ini karena pendaratan dilakukan dengan mulus. Bravo Citilink.. Tetap pertahankan ketepatan waktu tersebut.","Medan - Jakarta","Domestic","Economy"
"luar biasa","50","April 2018","pelayanannya sangat baik, memuaskan. tempat duduknya pun lumayan luas. waktu itu saya terbang jam 15.05 waktu indonesia bagian barat, delay kurang lebih 1jam 30 menit. sampai di Bali pukul 19.30 waktu indonesia bagian tengah. saat delay mendapatkan kompensasi berupa snack dari Holland Bakery.","Bandung - Denpasar","Asia","Economy"
"Lumayan tepat waktu","40","Agustus 2018","Pesawatnya tepat waktu saat berangkat dan tepat waktu dalam lama penerbangan. Serta enak saat landing.","Palembang - Surabaya","Domestic","Economy"
"Selalu menjadi pilihan pertama","40"," ","Seperti biasa setiap kali keluar daerah saya selalu memilih citilink sebagai pilihan utama meskipun harus transit, dan terbukti sangat tepat pilihan itu, terbukti ketika sy hrs ke bandung dan transit di surabaya , meskipun terjadi perubahan jadwal terbang dengan konsekwensi jarak penerbangan lombok -surabaya dan surabaya- bandung menjadi sangat dekat namun ternyata terselesaikan dengan sangat baik, sedari awal di bandara BIL, CS citilink melayani kami dg baik demikian pula halnya ketika kami sampai di juanda surabaya, hingga rencana perjalanan sy mnjd ttp berjalan sesuai rencana lancar dan nyaman. Terimakasih sekali lg kepada citilink dan sy akan ttp menjadikan citilink sbg pilihan pertama sy.","Lombok - Bandung","Domestic","Economy"
"Perjalanan tak perlu was-was delay","40","September 2017","Penerbangan sangat on time. Namun, sayang ketersediaan penjualan makanan terbatas. Jadi sempat kelaperan di kabin karena kehabisan.","Denpasar - Jakarta","Southeast Asia","Economy"
"bali - jakarta - bali","50","Juli 2018","pelayanan cukup bagus tapi sayang untuk booking seat harus bayar lagi. mungkin harga ticket naik dikit untuk tambahan meal ya","Denpasar - Jakarta","Southeast Asia","Economy"
"Best airlines In Indonesia","50","Juli 2018","Best airlines in indonesia!! Never delay...always ontime...best ground crew...  Satu satunya maskapai di indonesia yang selalu saya pakai...dan maskapai ini tidak pernah mengecewakan...selalu berangkat dan tiba tepat waktu....kalaupun delay benar benar karena alasan teknis dan juga delay tidak pernah terlalu lama","Denpasar - Balikpapan","Southeast Asia","Economy"
"Ke medan","50"," ","Saya akan memilih citilink daripada lion air kalau ke kota medan karena jadwad terbang selalu tepat. Karena pekanbaru medan cuma 2 pesawat citilink dan lion yang melayani rute pekanbaru medan. Dan citilink jadwal terbangnya cuma sekali terbang.","Pekanbaru - Medan","Domestic","Economy"
"On Time","40","Juli 2018","Masih tetap on time citilink. Tetap seperti itu agar memudahkan penumpang untuk beraktivitas yang lain sesuai dengan rencana","Makassar - Jakarta","Domestic","Economy"
"Number one of the best low cost flight","50","Juli 2018","Low Cost Flight di Indonesia yang terbaik untuk saat ini, dengan pelayanan yang penerbangan yang nyaman. Unit pesawat airbus yang digunakan memberikan kenyamanan saat terbang.","Pekanbaru - Bandung","Domestic","Economy"
"On Time Campaign Palsu","20","Juli 2018","On Time Campaign dipajang namun pesawat terlambat dalam 2 penerbangan pulang pergi saya. Penerbangan Pukul 11:15 namun pesawat belum datang pada jam yang ditentukan. Padahal saya memilih citilink karena on time campaign yang di seru kan namun pada kenyataan itu cuma penipuan belaka karena selalu terlambat. Pada penerbangan sebelumnya pula sikap pramugari sangat buruk dalam menlayani penumpang disabilitas tidak berusaha membantu sama sekali","Malang - Jakarta","Domestic","Economy"
"Tepat waktu","40","Juli 2018","Sebelumnya saya berterima kasih dengan citilink, pada waktu peakseason dengan harga yang melonjak tajam, tetapi masih ada fasilitas Redemption Mileage, bahkan saya bisa menukar sampe dengan 3 tiket (rejeki anak sholeh kali ya). Tetaplah mengudara selalu diangkasa Citilink ""4 Star Low-Cost Airline""","Bengkulu - Jakarta","Domestic","Economy"
"Citilink yang on time","50","Juli 2018","Salah satu pilihan maskapai yang saat ini makin hari makin maksimal pelayanannya, on time dengan pelayanan yang prima","Jakarta - Makassar","Domestic","Economy"
"Serasa di Oven..","20","Juli 2018","Ada pengalaman buruk saat kami akan terbang ke surabaya. 1. Saat melalui X ray, petugas meminta kami agar tripot yg kami bawa agar dimasukkan ke bagasi dan tidak boleh di bawa ke kabin. Namun saat check in, setelah ditanyakan ke petugas citilink, oleh ipetugas dikatakan boleh masuk tas dan di bawa ke kabin saja. Setelah naik ke atas, pada saat pemeriksaan X ray yg kedua kali, oleh petugas dinyatakan tripot harus masuk ke bagasi. saya katakan bahwa menurut petugas citilink boleh masuk tas kabin. Akhirnya saya oleh petugas X Ray diminta menunjukkan petugas citilink yang mana yg telah memperbolehkan hal tsb. Akhirnya kita kembali ke bawah, dan ternyata memang harus masuk bagasi. Sangat disayangkan petugas citilink kurang memahami aturan yg ada.  2. Setela masuk ke dalam pesawat, dikarenakan terjadi antrian yg cukup lama di landasan, pesawat hrs menunggu sekitar 30 menit lebih. Suasana dalam pesawat sangat panas sekali, karena AC tidak dingin ( atau memang belum dinyalakan utk penghematan BBM ?? ). Suasana gerah sekali, ditambah ada bayi yg menangis krn udara yang panas, menambah suasana yang sangat tidak nyaman di dalam pesawat saat menunggu antrain untuk take off. Seharusnya bila terjadi antrian spt itu, kondisi di dalam pswt bisa dibuat senyaman mungkin, shg penumpang tidak menjadi resah dan kurang nyaman.","Denpasar - Surabaya","Southeast Asia","Economy"
"Garuda Low-cost Version","40","Mei 2018","sayang melakukan perjalan dari Medan menuju Jakarta. (+) tidak terjadi keterlambatan, (+)harga yang ditawarkan juga berkisar 600rb, hampir sama dengan penerbangan yang lain. (-) saya merasa ruang kaki yang sempit, sehingga kaki saya tidak leluasa bergerak.","Medan - Jakarta","Domestic","Economy"
"Pramugari kurang sabar","30","Juni 2018","Beberapa kali terbang dengan Citilink , tetapi penerbangan Sabtu 30 Juni 2018 kemaren cukup bikin tidak nyaman, Pramugari tidak sabar dalam membantu penumpang lain yang ingin menaikkan barangnya, walhasil Pramugari jadi mendorong saya ke depan, untung tidak terjatuh. Kesan saya untuk Pramugari beberapa bagus dan sopan tetapi beberapa orang masih kurang profesional ya, tidak ramah dalam menghadapi berbagai macam penumpang, masih perlu pelatihan lagi, atau memang standar pramugari jaman sekarang untuk penerbangan ekonomis seperti itu ya. Karena saya bandingkan dengan 2 penerbangan ekonomis lainnya memang pramugarinya kadang kurang sabar dan ramah, terlebih jika penerbangan malam","Jakarta - Yogyakarta Region","Domestic","Economy"
"Nice flight","50"," ","Pramugarinya ramah2 dan sangat membantu. Penerbangannya tepat waktu..terbang sendiri dengan citilink terasa nyaman sekali Cuma sayang jarang sekali ada diskon hehehe dan untuk harga masih sedikit lebih mahal tqpi worth it","Jakarta - Malang","Domestic","Economy"
"Ontime","40","Juni 2018","Dari Denpasar ke Halim ontime banget, Sebalik nya juga ontime. Kalau ke Jakarta lebih baik ke bandara Halim biar ontime terus,","Denpasar - Jakarta","Southeast Asia","Economy"
"Maskapai Ekonomis Kualitas Cukup Baik","30","Juni 2018","Maskapai ini ditetapkan sebagai salah satu Maskapai Ekonomis Layanan Terbaik oleh salah satu rekomendasi penerbangan Internasional. Layanan yang saya terima cukup baik mengingat maskapai ini merupakan salah satu bagian dari Maskapai terbaik di Indonesia saat ini yaitu Garuda Indonesia. tetapi ada beberapa keistimewaan konsumen Garuda yang tidak bisa dinikmati oleh konsumen Citilink, salah satunya Lounge Garuda di bandara.  layanan yang saya terima dari Medan hingga mendarat di Halim Perdanakusuma Jakarta cukup baik meskipun tidak seefisien dan intensif namun cukup nyaman dan baik.","Medan - Jakarta","Domestic","Economy"
"berpergian dengan citilink","50","Juni 2018","berpergian dengan maskapi bintang 4 mengapa tidak ? hampir tidak pernah alami delay ya, atau hanya delay 20 mnt adalah hal yang lumrah ya. karena kepadatan trafik di udara yang ada salah satunya, namun safety adalah yang utama bukan ? untuk harga tebaik bisa di lakukan book jauh2 hari bukan dan jua pilihan seat yang tersedia menjadi pengalaman sendiri ya. selamat termbang, happy holiday ... salam","Jakarta - Denpasar","Asia","Economy"
"Airline PARAH!!","10","Juni 2018","airline ini duduknya paling se.pit diantara semua budget airline yg lainya. waktu nunggu selama ampir 30 menit AC nya gak mau dinyalain utk hemat sampe saya dan istri saya gak bisa napas. banyak penumpang2 lainya juga kepanasan. JANGAN SAMPE PERNAH NAIK AIRLINE INI","Denpasar - Surabaya","Southeast Asia","Economy"
"Nyaman & awak pesawat tegas dalam hal keselamatan","40","Mei 2018","Ketegasan awak pesawat terlihat pada saat boarding, ada anak-anak yang duduk di kursi dekat pintu darurat, padahal dalam hal keselamatan hal tersebut dilarang. Awak pesawat tetap berpegang pada prinsip keselamatan dengan memindahkannya. Hal ini patut diapresiasi, karena mereka bekerja tetap mengutamakan keselamatan seluruh penumpang. Pendaratan halus sehingga tidak menimbulkan kekagetan.","Jakarta - Denpasar","Asia","Economy"
"Menakar Kualitas Citilink","40","Juli 2017","Apa yang bisa kita ukur terhadap sebuah maskapai penerbangan? Dari kacamata umum, tentu apa yang dilihat dan dirasakan langsung. Ada beberapa menurut saya. Apa itu? * keamanan penerbangan (saat terbang, menyangkut profesionalitas pilot dan kelaikan pesawat) * ketepatan jadwal terbang * kemudahan check in/chek out, tidak dipingpong terminalnya * kenyamanan terbang, khususnya saat landing dan take off(tidak menimbulkan kengerian, seperti sering saya alami di maskapai penerbangan sekelasnya) * dan kenyamanan plus plus, seperti profesionalitas/keramahan/sifat menolong pramugari saat diatas, kenikmatan menu makanan,ketepatan bus jemput saat turun dari pesawat, pemberian kompensasi bila telat/diundur jadwal terbang.  Citilink saya anggap punya bonafiditas, pertama kali karena ada nama Garuda Indonesia di belakangnya. Saya dapat info pertama kali bahwa ini versi murahnya Garuda. Apakah kualitas layanannya juga lebih murah? Saya lihat memang lebih murah, tetapi syukurlah tidak murahan. Saya pernah terbang dengannya, seringnya dari Halim ke Solo, dan juga dari bandara Soekarno Hatta ke Denpasar.. Dan bila seseorang mengundang saya keluarkota (karena saya adalah jurnalis yang juga sering bepergian), saya selalu berpesan, kalau budgetnya adalah kelas bawah, kalau bisa minta Citilink(kalau besar budget, ya Garuda). Kali saja Citilink ada jalur ke kota yang mau saya tuju tersebut. Saya suka Citilink yang walaupun harus delay, waktu delaynya tidak lama. Saat diatas pun berasa nyaman saja, termasuk kala ada turbulensi dan kondisi cuaca yang buruk. Dan yang saya suka, landingnya soft. Tidak menimbulkan waswas. Take off nya pun tidak limbung. Tenang hingga mencapai posisi terbang yang stabil di atas. Untuk menu makanan di atas, termasuk lumayan enak, dan dikemas dengan kemasan yang terkesan rapi dan baik. Menurut saya, di kelas penerbangannya kelas bawah ke menengah, Citilink adalah yang terbaik. Saya pribadi mengapresiasi penerbangan seperti ini, yang patut menjadi referensi bagi penerbangan lain sekelasnya.","Jakarta - Denpasar","Asia","Economy"
"On Schedule","40","Juni 2018","Penerbangan yang luar biasa, di musim puncak liburan idul fitri masih tetap mempertahankan ketepatan jadwal. Good job!","Jakarta - Denpasar","Asia","Economy"
"Menyenangkan","50","Februari 2018","Terbang bersama selalu menyenangkan, pesawat bersih, ruang kaki lega, bisa dapat tempat duduk di sebelah pintu darurat tanpa biaya tambahan.","Jakarta - Denpasar","Asia","Economy"
"Terbang dengan biaya hemat","50","Juni 2018","Maskapai yang terus berbenah dan pelayanan yang baik. On time dan bahkan lebih cepat tiba di tujuan dari jadwal yang direncanakan","Makassar - Jakarta","Domestic","Economy"
